budget,comparison_report,data_signature_match,left_eval_count,left_policy,pack_name,pair_label,parity_row_key,parity_status,reason,right_eval_count,right_policy,seed,source_summary_relpath,workspace_relpath
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/stratograph_vs_contenders.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,stratograph vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json|stratograph vs contenders|304|43,fair,,304,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/stratograph_vs_contenders.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,stratograph vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json|stratograph vs contenders|304|43,fair,,304,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/topograph_vs_contenders.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,topograph vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json|topograph vs contenders|304|43,fair,,304,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/topograph_vs_contenders.md,true,190,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,topograph vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json|topograph vs contenders|304|43,incomparable,budget mismatch exceeds 25%,304,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/topograph_vs_stratograph.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,topograph vs stratograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json|topograph vs stratograph|304|43,fair,,304,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/topograph_vs_stratograph.md,true,190,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,topograph vs stratograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json|topograph vs stratograph|304|43,incomparable,budget mismatch exceeds 25%,304,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/prism_vs_contenders.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,prism vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|prism vs contenders|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/prism_vs_contenders.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,prism vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|prism vs contenders|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/prism_vs_stratograph.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,prism vs stratograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|prism vs stratograph|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/prism_vs_stratograph.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,prism vs stratograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|prism vs stratograph|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/prism_vs_topograph.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,prism vs topograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|prism vs topograph|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/prism_vs_topograph.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,prism vs topograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|prism vs topograph|304|44,incomparable,budget mismatch exceeds 25%,190,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/stratograph_vs_contenders.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,stratograph vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|stratograph vs contenders|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/stratograph_vs_contenders.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,stratograph vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|stratograph vs contenders|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/topograph_vs_contenders.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,topograph vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|topograph vs contenders|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/topograph_vs_contenders.md,true,190,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,topograph vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|topograph vs contenders|304|44,incomparable,budget mismatch exceeds 25%,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/topograph_vs_stratograph.md,true,304,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,topograph vs stratograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|topograph vs stratograph|304|44,fair,,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
304,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/topograph_vs_stratograph.md,true,190,prototype_equal_budget,working_33_plus_5_lm_compare_eval304,topograph vs stratograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json|topograph vs stratograph|304|44,incomparable,budget mismatch exceeds 25%,304,prototype_equal_budget,44,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval304_seed44/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/prism_vs_contenders.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|prism vs contenders|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/prism_vs_contenders.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|prism vs contenders|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/prism_vs_stratograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs stratograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|prism vs stratograph|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/prism_vs_stratograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs stratograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|prism vs stratograph|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/prism_vs_topograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs topograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|prism vs topograph|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/prism_vs_topograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs topograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|prism vs topograph|608|42,incomparable,budget mismatch exceeds 25%,342,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/stratograph_vs_contenders.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,stratograph vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|stratograph vs contenders|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/stratograph_vs_contenders.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,stratograph vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|stratograph vs contenders|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/topograph_vs_contenders.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,topograph vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|topograph vs contenders|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/topograph_vs_contenders.md,true,342,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,topograph vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|topograph vs contenders|608|42,incomparable,budget mismatch exceeds 25%,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/topograph_vs_stratograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,topograph vs stratograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|topograph vs stratograph|608|42,fair,,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/topograph_vs_stratograph.md,true,342,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,topograph vs stratograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json|topograph vs stratograph|608|42,incomparable,budget mismatch exceeds 25%,608,prototype_equal_budget,42,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed42/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/prism_vs_contenders.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs contenders,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json|prism vs contenders|608|43,fair,,608,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/prism_vs_contenders.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs contenders,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json|prism vs contenders|608|43,fair,,608,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/prism_vs_stratograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs stratograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json|prism vs stratograph|608|43,fair,,608,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/prism_vs_stratograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs stratograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json|prism vs stratograph|608|43,fair,,608,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/prism_vs_topograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs topograph,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json|prism vs topograph|608|43,fair,,608,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/20260418_budget369_seed4234_fair_matrix_rerun
608,/Users/timokruth/Projekte/Evo Neural Nets/EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/prism_vs_topograph.md,true,608,prototype_equal_budget,working_33_plus_5_lm_compare_eval608,prism vs topograph,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json|prism vs topograph|608|43,incomparable,budget mismatch exceeds 25%,342,prototype_equal_budget,43,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2/reports/working_33_plus_5_lm_compare_eval608_seed43/four_way_summary.json,EvoNN-Compare/manual_compare_runs/fair_matrix_304_608_912_seed42_44_rerun2
